Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Tkld,Tkld%,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,PrgR,xA,KP,PPA,CrsPA
2022-08-05,Matchweek 1,Away,W 2–0,Arsenal,Crystal Palace,Y,82.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,68.0,5.0,3.0,0.0,0.0,0.0,0.3,2.0,1.0,43.0,55.0,78.2,5.0,38.0,1.0,0.0,4.0,14.0,37.0,17.0,3.0,68.0,,0.0,,173.0,81.0,0.0,0.0,1.0,2.0,42.0,5.0,0.4,2.0,1.0,0.0
2022-08-13,Matchweek 2,Home,W 4–2,Arsenal,Leicester City,Y,76.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,66.0,1.0,2.0,0.0,0.1,0.1,0.0,2.0,0.0,56.0,59.0,94.9,5.0,39.0,5.0,0.0,0.0,6.0,27.0,33.0,1.0,66.0,,0.0,,329.0,194.0,6.0,0.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0
2022-08-20,Matchweek 3,Away,W 3–0,Arsenal,Bournemouth,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,78.0,85.9,3.0,64.0,1.0,1.0,1.0,15.0,53.0,16.0,0.0,82.0,50.0,1.0,50.0,253.0,122.0,1.0,0.0,0.0,0.0,58.0,2.0,0.0,0.0,1.0,1.0
2022-09-04,Matchweek 6,Away,L 1–3,Arsenal,Manchester Utd,Y,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,50.0,92.0,7.0,25.0,2.0,0.0,0.0,9.0,28.0,14.0,1.0,50.0,,0.0,,172.0,90.0,2.0,0.0,0.0,1.0,33.0,1.0,0.0,0.0,3.0,0.0
2022-10-01,Matchweek 9,Home,W 3–1,Arsenal,Tottenham,Y,72.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,56.0,62.0,90.3,15.0,43.0,4.0,1.0,1.0,10.0,35.0,23.0,1.0,68.0,100.0,0.0,0.0,139.0,109.0,1.0,0.0,0.0,0.0,47.0,5.0,0.1,0.0,1.0,1.0
2022-11-06,Matchweek 15,Away,W 1–0,Arsenal,Chelsea,Y,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,32.0,40.0,80.0,3.0,21.0,0.0,0.0,4.0,19.0,20.0,17.0,0.0,56.0,,0.0,,103.0,36.0,0.0,0.0,3.0,1.0,23.0,2.0,0.0,0.0,0.0,0.0
2022-11-12,Matchweek 16,Away,W 2–0,Arsenal,Wolves,Y,89.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,1.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,68.0,77.0,88.3,11.0,60.0,2.0,0.0,3.0,12.0,56.0,18.0,2.0,85.0,,0.0,,337.0,129.0,1.0,1.0,1.0,2.0,65.0,4.0,0.1,2.0,1.0,0.0
2022-12-26,Matchweek 17,Home,W 3–1,Arsenal,West Ham,N,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,32.0,93.8,2.0,21.0,1.0,0.0,0.0,9.0,16.0,8.0,0.0,33.0,,0.0,,101.0,26.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,1.0,0.0
2022-12-31,Matchweek 18,Away,W 4–2,Arsenal,Brighton,Y,59.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,43.0,2.0,1.0,0.0,0.5,0.5,0.0,3.0,0.0,31.0,34.0,91.2,6.0,25.0,0.0,0.0,0.0,6.0,26.0,11.0,1.0,43.0,,0.0,,92.0,24.0,0.0,0.0,1.0,0.0,23.0,1.0,0.0,1.0,1.0,0.0
2023-01-03,Matchweek 19,Home,D 0–0,Arsenal,Newcastle Utd,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,108.0,0.0,0.0,3.0,0.1,0.1,0.0,2.0,0.0,88.0,97.0,90.7,14.0,47.0,1.0,0.0,2.0,17.0,61.0,31.0,3.0,108.0,,0.0,,234.0,90.0,2.0,0.0,1.0,0.0,70.0,4.0,0.1,0.0,1.0,0.0
