Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA
2022-10-01,Matchweek 9,Away,W 2–1,Chelsea,Crystal Palace,Y,74,1,0,0,0,2,1,0,0,28,0,1,0,0.1,0.1,0.2,2,0,20,23,87.0,2,0,0,0,18,10,2,28,,2,0,22,277,70,0.0,1,1,0,0
2022-10-08,Matchweek 10,Home,W 3–0,Chelsea,Wolves,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16,Matchweek 11,Away,W 2–0,Chelsea,Aston Villa,Y,57,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.1,1,0,6,9,66.7,0,0,0,3,6,3,1,12,,2,1,10,77,2,0.0,1,0,0,0
2022-10-19,Matchweek 12,Away,D 0–0,Chelsea,Brentford,N,10,0,0,0,0,1,1,0,0,5,0,0,0,0.0,0.0,0.1,1,0,2,4,50.0,1,1,0,1,0,5,0,5,100.0,0,0,5,26,16,0.0,1,0,1,0
2022-10-22,Matchweek 13,Home,D 1–1,Chelsea,Manchester Utd,Y,73,0,0,0,0,1,0,0,0,17,0,1,0,0.0,0.0,0.0,0,0,4,10,40.0,0,2,1,1,5,12,5,17,66.7,3,0,12,49,0,0.0,0,0,0,0
2022-10-29,Matchweek 14,Away,L 1–4,Chelsea,Brighton,N,28,0,0,0,0,1,1,0,0,12,0,0,0,0.0,0.0,0.0,1,0,7,7,100.0,0,0,0,0,4,8,0,12,,1,2,9,87,16,0.0,0,0,1,1
2022-11-06,Matchweek 15,Home,L 0–1,Chelsea,Arsenal,Y,63,0,0,0,0,1,0,1,0,8,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,0,2,2,2,4,2,8,,0,0,4,27,11,0.0,0,0,0,0
2022-11-12,Matchweek 16,Away,L 0–1,Chelsea,Newcastle Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-27,Matchweek 17,Home,W 2–0,Chelsea,Bournemouth,N,9,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,1,0,2,2,100.0,0,0,2,3,1,1,0,4,0.0,0,0,0,67,48,0.0,0,1,0,0
2023-01-01,Matchweek 18,Away,D 1–1,Chelsea,Nott'ham Forest,N,18,0,0,0,0,1,0,0,0,7,0,0,0,0.3,0.3,0.0,0,0,4,6,66.7,0,0,0,1,2,4,2,7,,0,0,6,56,5,0.0,0,0,0,0
2023-01-05,Matchweek 19,Home,L 0–1,Chelsea,Manchester City,N,63,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,9,12,75.0,0,0,1,3,6,4,1,13,,0,0,9,98,23,0.0,0,0,0,0
2023-01-12,Matchweek 7,Away,L 1–2,Chelsea,Fulham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-15,Matchweek 20,Home,W 1–0,Chelsea,Crystal Palace,N,28,0,0,0,0,3,2,0,0,13,0,0,0,0.2,0.2,0.0,0,0,4,6,66.7,0,0,0,1,6,6,3,13,,0,1,9,57,2,0.0,0,0,0,0
2023-01-21,Matchweek 21,Away,D 0–0,Chelsea,Liverpool,N,10,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,0,2,0.0,0,0,0,0,3,1,0,4,,1,0,3,0,0,0.0,0,0,0,0
