Date,Round,Venue,Result,Squad,Opponent,Start,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ%,Mis,Dis,Rec
2022-08-06,Matchweek 1,Away,D 2–2,Liverpool,Fulham,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,59.0,79.0,74.7,0.0,0.0,2.0,36.0,30.0,23.0,4.0,89.0,0.0,2.0,0.0,49.0
2022-08-15,Matchweek 2,Home,D 1–1,Liverpool,Crystal Palace,Y,62.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,0.0,54.0,66.0,81.8,4.0,0.0,1.0,13.0,40.0,19.0,3.0,71.0,0.0,0.0,0.0,47.0
2022-08-22,Matchweek 3,Away,L 1–2,Liverpool,Manchester Utd,Y,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,2.0,0.0,0.0,0.2,2.0,0.0,72.0,88.0,81.8,4.0,0.0,2.0,27.0,33.0,30.0,5.0,88.0,,0.0,1.0,64.0
2022-08-27,Matchweek 4,Home,W 9–0,Liverpool,Bournemouth,Y,68.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.1,0.1,0.1,2.0,1.0,55.0,64.0,85.9,1.0,1.0,0.0,10.0,34.0,21.0,1.0,65.0,100.0,0.0,1.0,52.0
2022-08-31,Matchweek 5,Home,W 2–1,Liverpool,Newcastle Utd,Y,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,0.2,4.0,0.0,41.0,51.0,80.4,1.0,0.0,1.0,10.0,19.0,26.0,2.0,55.0,0.0,0.0,0.0,41.0
2022-09-03,Matchweek 6,Away,D 0–0,Liverpool,Everton,N,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,0.0,21.0,25.0,84.0,3.0,0.0,0.0,6.0,7.0,14.0,0.0,27.0,0.0,1.0,0.0,17.0
2022-10-16,Matchweek 11,Home,W 1–0,Liverpool,Manchester City,Y,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,0.0,0.0,2.0,0.1,0.1,0.0,1.0,0.0,45.0,64.0,70.3,2.0,0.0,7.0,39.0,17.0,16.0,3.0,71.0,,2.0,1.0,41.0
2022-10-19,Matchweek 12,Home,W 1–0,Liverpool,West Ham,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,12.0,91.7,1.0,0.0,1.0,3.0,6.0,6.0,0.0,15.0,0.0,0.0,0.0,6.0
2022-10-22,Matchweek 13,Away,L 0–1,Liverpool,Nott'ham Forest,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,1.0,0.0,1.0,0.0,0.0,0.4,4.0,0.0,60.0,78.0,76.9,5.0,1.0,1.0,21.0,30.0,31.0,2.0,82.0,50.0,2.0,1.0,48.0
2022-10-29,Matchweek 14,Home,L 1–2,Liverpool,Leeds United,Y,90.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,111.0,0.0,0.0,0.0,0.1,0.1,0.6,8.0,1.0,86.0,105.0,81.9,8.0,3.0,2.0,25.0,50.0,36.0,5.0,111.0,100.0,3.0,0.0,68.0
2022-11-06,Matchweek 15,Away,W 2–1,Liverpool,Tottenham,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,1.0,2.0,0.0,0.0,0.0,0.1,7.0,2.0,64.0,79.0,81.0,5.0,1.0,4.0,22.0,40.0,23.0,0.0,85.0,50.0,0.0,1.0,62.0
2022-11-12,Matchweek 16,Home,W 3–1,Liverpool,Southampton,Y,85.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,1.0,0.0,0.0,0.5,7.0,2.0,60.0,79.0,75.9,5.0,0.0,0.0,28.0,35.0,21.0,2.0,84.0,0.0,2.0,2.0,63.0
2022-12-26,Matchweek 17,Away,W 3–1,Liverpool,Aston Villa,Y,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,0.0,2.0,0.0,0.0,0.7,4.0,1.0,31.0,44.0,70.5,3.0,1.0,4.0,19.0,17.0,17.0,2.0,52.0,100.0,3.0,0.0,28.0
2022-12-30,Matchweek 18,Home,W 2–1,Liverpool,Leicester City,Y,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,0.0,0.0,0.0,0.2,2.0,0.0,45.0,53.0,84.9,4.0,0.0,3.0,16.0,24.0,19.0,0.0,58.0,,2.0,0.0,46.0
2023-01-02,Matchweek 19,Away,L 1–3,Liverpool,Brentford,N,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,52.0,78.8,2.0,0.0,1.0,8.0,26.0,22.0,3.0,56.0,,1.0,0.0,37.0
2023-01-14,Matchweek 20,Away,L 0–3,Liverpool,Brighton,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,3.0,2.0,2.0,0.0,0.0,0.1,1.0,0.0,41.0,49.0,83.7,0.0,0.0,8.0,33.0,24.0,4.0,0.0,61.0,0.0,0.0,0.0,32.0
2023-01-21,Matchweek 21,Home,D 0–0,Liverpool,Chelsea,Y,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,45.0,62.0,72.6,4.0,1.0,3.0,23.0,29.0,17.0,2.0,69.0,50.0,0.0,0.0,40.0
